name;Último club;Nuevo club;Coste;Amount;Mercado
Eugenio Isnaldo;Asteras Tripoli;Defensa;850 miles €;850000;VERANO
Kieffer Moore;Ipswich;FC Barnsley;850 miles €;850000;INVIERNO
Jakub Swierczok;Zag??bie;Ludogorets;850 miles €;850000;INVIERNO
Jordan Storey;Exeter City;Preston NE;850 miles €;850000;VERANO
Mohamed Farouk;Arab Contr.;Pyramids FC;850 miles €;850000;VERANO
Lee Evans;Wolverhampton;Sheffield Utd.;850 miles €;850000;INVIERNO
Jaroslav Zeleny;Jablonec;Slavia Praha;850 miles €;850000;VERANO
Alexander Domínguez;Monterrey;Vélez Sarsfield;850 miles €;850000;VERANO
Rodney Kongolo;Man City U23;Heerenveen;840 miles €;840000;VERANO
Conor Townsend;Scunthorpe Utd.;West Brom;840 miles €;840000;VERANO
Jeremy Brockie;SuperSport Utd.;Sundowns;805 miles €;805000;INVIERNO
Fernand Mayembo;Grenoble;AC Le Havre;800 miles €;800000;VERANO
Zoran Nizic;Hajduk Split;Akhmat Grozny;800 miles €;800000;VERANO
Ledian Memushaj;Pescara;Benevento;800 miles €;800000;VERANO
Anthony Jung;RB Leipzig;Brøndby IF;800 miles €;800000;VERANO
Ulisses Garcia;Werder Bremen;BSC Young Boys;800 miles €;800000;VERANO
Facundo Medina;River Plate II;CA Talleres;800 miles €;800000;INVIERNO
Abdul-Aziz Tetteh;Lech Poznan;Dinamo Moskva;800 miles €;800000;INVIERNO
Srdjan Babic;Real Sociedad;Estrella Roja;800 miles €;800000;VERANO
Nehuén Paz;Newell's;FC Bologna;800 miles €;800000;INVIERNO
Lorenzo Lollo;Carpi;FC Empoli;800 miles €;800000;VERANO
Blessing Eleke;FC Ashdod;FC Luzern;800 miles €;800000;VERANO
Farid Boulaya;Girona FC;FC Metz;800 miles €;800000;VERANO
Stoppila Sunzu;LOSC Lille;FC Metz;800 miles €;800000;VERANO
Paulo Miranda;RB Salzburg;Grêmio;800 miles €;800000;INVIERNO
Karamoko Cissé;Bari;Hellas Verona;800 miles €;800000;VERANO
Dario Zuparic;Pescara;HNK Rijeka;800 miles €;800000;VERANO
Andrea La Mantia;Virtus Entella;Lecce;800 miles €;800000;VERANO
Gustavo;CS U Craiova;Liaoning FC;800 miles €;800000;VERANO
Federico Melchiorri;Cagliari;Perugia;800 miles €;800000;VERANO
José Machín;AS Roma;Pescara;800 miles €;800000;VERANO
Gonzalo Piovi;Argentinos;Racing Club;800 miles €;800000;INVIERNO
André Ramalho;Bay. Leverkusen;RB Salzburg;800 miles €;800000;INVIERNO
Jasper van der Werff;FC St. Gallen;RB Salzburg;800 miles €;800000;VERANO
Luka Adzic;Estrella Roja;RSC Anderlecht;800 miles €;800000;VERANO
Mark Flekken;MSV Duisburg;SC Freiburg;800 miles €;800000;VERANO
Pedro Delgado;Sporting B;SD Luneng Res.;800 miles €;800000;VERANO
Lukáš Pokorný;Montpellier;Slavia Praha;800 miles €;800000;INVIERNO
Agustín Bouzat;Boca Juniors;Vélez Sarsfield;800 miles €;800000;INVIERNO
Davidson;Chaves;Vit. Guimarães;800 miles €;800000;VERANO
Angus MacDonald;FC Barnsley;Hull City;795 miles €;795000;INVIERNO
Gwion Edwards;Peterborough;Ipswich;790 miles €;790000;VERANO
Ryan Leonard;Southend United;Sheffield Utd.;790 miles €;790000;INVIERNO
José Alí Meza;Oriente P.;Sundowns;785 miles €;785000;VERANO
Duane Holmes;Scunthorpe Utd.;Derby;780 miles €;780000;VERANO
Wuilker Fariñez;Caracas FC;Millonarios;766 miles €;766000;INVIERNO
Matías Caruzzo;San Lorenzo;CA Rosario;760 miles €;760000;VERANO
Ragab Bakar;Smouha;Pyramids FC;760 miles €;760000;VERANO
Otar Kiteishvili;Dinamo Tbilisi;Sturm Graz;760 miles €;760000;VERANO
Aziz Bouhaddouz;FC St. Pauli;Al-Batin;750 miles €;750000;VERANO
Michael Madl;FC Fulham;Austria Viena;750 miles €;750000;INVIERNO
Davor Lovren;Din. Zagreb II;F. Düsseldorf;750 miles €;750000;VERANO
László Kleinheisler;Werder Bremen;FC Astana;750 miles €;750000;VERANO
Colin Coosemans;KV Mechelen;KAA Gent;750 miles €;750000;VERANO
Yacouba Sylla;Rennes;KV Mechelen;750 miles €;750000;INVIERNO
Sander Coopman;Club Brugge;KV Oostende;750 miles €;750000;VERANO
Fabrice Ondoa;Sevilla Atl.;KV Oostende;750 miles €;750000;VERANO
Domagoj Antolic;Dinamo Zagreb;Legia Warszawa;750 miles €;750000;INVIERNO
Renato Santos;Boavista;Málaga CF;750 miles €;750000;VERANO
Mike van Duinen;SBV Excelsior;PEC Zwolle;750 miles €;750000;VERANO
Lionel Carole;Galatasaray;R. Strasbourg;750 miles €;750000;VERANO
Bebé;SD Eibar;Rayo Vallecano;750 miles €;750000;VERANO
Jonathan Bolingi;Standard Lieja;Royal Amberes;750 miles €;750000;VERANO
Kristal Abazaj;KF Skënderbeu;RSC Anderlecht;750 miles €;750000;VERANO
Alexandru Mitrita;Pescara;CS U Craiova;730 miles €;730000;INVIERNO
Fanendo Adi;Timbers;Cincinnati;725 miles €;725000;VERANO
Lisandro Martínez;Newell's II;Defensa;725 miles €;725000;VERANO
Ivan Toney;Newcastle Utd.;Peterborough;720 miles €;720000;VERANO
Sindrit Guri;FK Kukësi;KV Oostende;710 miles €;710000;VERANO
José Caraballo;Deportivo Lara;Huachipato FC;704 miles €;704000;INVIERNO
Marvin Schwäbe;TSG Hoffenheim;Brøndby IF;700 miles €;700000;VERANO
Valentin Costache;Dinamo Bucarest;CFR Cluj;700 miles €;700000;INVIERNO
Philipp Hofmann;Greuther Fürth;E. Braunschweig;700 miles €;700000;INVIERNO
Marko Marin;Olympiacos FC;Estrella Roja;700 miles €;700000;VERANO
Woo-yeong Jeong;Incheon Youth;FC Bayern U19;700 miles €;700000;INVIERNO
Jung-min Kim;Gwangju Youth;FC Liefering;700 miles €;700000;INVIERNO
Joris van Overeem;AZ Alkmaar;FC Utrecht;700 miles €;700000;VERANO
Olimpiu Morutan;FC Botosani;FCSB;700 miles €;700000;VERANO
Davide Lanzafame;Honvéd;Ferencváros;700 miles €;700000;VERANO
Guillermo Sara;Boca Juniors;Lanús;700 miles €;700000;VERANO
Fouad Bachirou;Östersund;Malmö FF;700 miles €;700000;INVIERNO
Vladimir Coufal;Slovan Liberec;Slavia Praha;700 miles €;700000;VERANO
Everton Luiz;Partizan;SPAL;700 miles €;700000;INVIERNO
John Bostock;Bursaspor;Toulouse;700 miles €;700000;VERANO
Maikel Mesa;Gimnàstic;UD Las Palmas;700 miles €;700000;VERANO
Alexandre Guedes;Desportivo Aves;Vit. Guimarães;700 miles €;700000;VERANO
Alkhali Bangoura;ES Sahel;Al-Fateh;691 miles €;691000;VERANO
Joaquín Varela;Newell's;CD Godoy Cruz;690 miles €;690000;VERANO
Ignacio Rivero;Defensa;Club Tijuana;685 miles €;685000;VERANO
Charlie Wyke;Bradford;AFC Sunderland;675 miles €;675000;VERANO
Tsiy William Ndenge;Bor. M'gladbach;FC Luzern;650 miles €;650000;VERANO
Jawad El Yamiq;Raja Casablanca;Genoa CFC;650 miles €;650000;INVIERNO
Aleksandar Radovanovic;Vojvodina;Lens;650 miles €;650000;VERANO
Vito van Crooij;VVV-Venlo;PEC Zwolle;650 miles €;650000;VERANO
Milan Djuric;Bristol City;Salernitana;650 miles €;650000;VERANO
Nicolás Ibáñez;Gimnasia;San Luis;650 miles €;650000;INVIERNO
Marco Aratore;FC St. Gallen;Ural;650 miles €;650000;VERANO
Dino Ndlovu;Qarabag Agdam;ZJ Greentown;650 miles €;650000;INVIERNO
Justin Meram;Orlando City SC;Columbus Crew;647 miles €;647000;VERANO
Luiz Fernando;Atlético-GO;Botafogo;640 miles €;640000;INVIERNO
Gustavo Toledo;Independiente;Colón;640 miles €;640000;VERANO
Juan Ramírez;Colorado;CA Talleres;635 miles €;635000;VERANO
Kasper Kusk;FC Copenhague;Aalborg BK;625 miles €;625000;INVIERNO
Edmílson Junior;Standard Lieja;Al Duhail;6,00 mill. €;600000;VERANO
Djalma;PAOK;Alanyaspor;600 miles €;600000;VERANO
Michal Duris;Orenburg;Anorthosis;600 miles €;600000;VERANO
Stéphane Badji;RSC Anderlecht;Bursaspor;600 miles €;600000;VERANO
Baris Atik;TSG Hoffenheim;Dynamo Dresden;600 miles €;600000;VERANO
Lorenzo Ebecilio;APOEL FC;Estrella Roja;600 miles €;600000;VERANO
Thomas Delaine;Paris FC;FC Metz;600 miles €;600000;VERANO
Mats Möller Daehli;SC Freiburg;FC St. Pauli;600 miles €;600000;VERANO
Leon Guwara;Werder Bremen;FC Utrecht;600 miles €;600000;VERANO
Leandro Cabrera;Crotone;Getafe CF;600 miles €;600000;VERANO
Brendan Hines-Ike;Örebro SK;KV Kortrijk;600 miles €;600000;VERANO
Martín Cáceres;Hellas Verona;Lazio;600 miles €;600000;INVIERNO
Yannick Gomis;US Orléans;Lens;600 miles €;600000;VERANO
Badr Boulahroud;FUS Rabat;Málaga CF;600 miles €;600000;VERANO
Ehsan Hajsafi;Panionios;Olympiacos FC;600 miles €;600000;INVIERNO
Deni Alar;Sturm Graz;Rapid Viena;600 miles €;600000;VERANO
Vicente Gómez;UD Las Palmas;RC Deportivo;600 miles €;600000;VERANO
Marco Pinato;Venezia;Sassuolo;600 miles €;600000;VERANO
Andraz Sporar;FC Basel;Slo. Bratislava;600 miles €;600000;INVIERNO
Kenan Bajric;Olimpija;Slo. Bratislava;600 miles €;600000;INVIERNO
Ionut Nedelcearu;Dinamo Bucarest;Ufa;600 miles €;600000;INVIERNO
Othman El Kabir;Djurgarden;Ural;600 miles €;600000;INVIERNO
Mahmoud Abdelaziz;Smouha;Zamalek;600 miles €;600000;INVIERNO
Ben Stevenson;Coventry City;Wolverhampton;570 miles €;570000;INVIERNO
Hamdi Nagguez;ES Sahel;Zamalek;570 miles €;570000;INVIERNO
Yosuke Ideguchi;Gamba Osaka;Leeds;560 miles €;560000;INVIERNO
Aapo Halme;HJK Helsinki;Leeds;560 miles €;560000;INVIERNO
Barrie McKay;Nottm Forest;Swansea City;560 miles €;560000;VERANO
Sherel Floranus;Sparta R.;Heerenveen;550 miles €;550000;VERANO
Youcef Atal;Paradou AC;KV Kortrijk;550 miles €;550000;VERANO
Oumar Solet;Stade Laval;Olymp. Lyonnais;550 miles €;550000;VERANO
Christoph Knasmüllner;FC Barnsley;Rapid Viena;550 miles €;550000;VERANO
Jalil Elías;Newell's;CD Godoy Cruz;520 miles €;520000;VERANO
Majid Hosseini;Esteghlal FC;Trabzonspor;517 miles €;517000;VERANO
Madson;Vasco da Gama;Grêmio;513 miles €;513000;INVIERNO
Kyle Lafferty;Heart of Midl.;Rangers FC;502 miles €;502000;VERANO
Christian Mathenia;Hamburgo;1.FC Nürnberg;500 miles €;500000;VERANO
Franco Escobar;Newell's;Atlanta United;500 miles €;500000;INVIERNO
Afonso Caetano;Leiria;Braga B;500 miles €;500000;INVIERNO
Simon Andersson;Halmstad;Brentford B;500 miles €;500000;VERANO
Stefano Sabelli;Bari;Brescia;500 miles €;500000;VERANO
Mikael Uhre;SønderjyskE;Brøndby IF;500 miles €;500000;VERANO
Charalampos Lykogiannis;Sturm Graz;Cagliari;500 miles €;500000;INVIERNO
Luis Milla;CF Fuenlabrada;CD Tenerife;500 miles €;500000;INVIERNO
Stephen Eustáquio;Leixões;Chaves;500 miles €;500000;INVIERNO
Luan Peres;Ituano;Club Brugge;500 miles €;500000;VERANO
Mirko Carretta;Ternana;Cremonese;500 miles €;500000;VERANO
Kristijan Bistrovic;Slaven Belupo;CSKA Moscú;500 miles €;500000;INVIERNO
Miguel Cardoso;Tondela;Dinamo Moskva;500 miles €;500000;VERANO
Marius Wolf;Hannover 96;E. de Francfort;500 miles €;500000;VERANO
Islam Issa;El Nasr;El Masry;500 miles €;500000;INVIERNO
El Fardou Ben;Olympiacos FC;Estrella Roja;500 miles €;500000;INVIERNO
Marin Tomasov;HNK Rijeka;FC Astana;500 miles €;500000;VERANO
Christoph Knasmüllner;Admira Wacker;FC Barnsley;500 miles €;500000;INVIERNO
Joel Untersee;Juventus;FC Empoli;500 miles €;500000;VERANO
Agyemang Diawusie;RB Leipzig;FC Ingolstadt;500 miles €;500000;VERANO
Robin Krauße;SC Paderborn;FC Ingolstadt;500 miles €;500000;VERANO
Otar Kakabadze;Gimnàstic;FC Luzern;500 miles €;500000;VERANO
Charles Traoré;Troyes;FC Nantes;500 miles €;500000;VERANO
Henk Veerman;Heerenveen;FC St. Pauli;500 miles €;500000;VERANO
Marco Capuano;Cagliari;Frosinone;500 miles €;500000;VERANO
Rifet Kapic;ND Gorica;Grasshoppers;500 miles €;500000;INVIERNO
Steliano Filip;Dinamo Bucarest;Hajduk Split;500 miles €;500000;INVIERNO
Leandro Fernandes;PSV U19;Juventus U19;500 miles €;500000;INVIERNO
Marko Jevtovic;Partizan;Konyaspor;500 miles €;500000;VERANO
Hólmar Örn Eyjólfsson;Maccabi Haifa;Levski Sofia;500 miles €;500000;VERANO
Éder;LOSC Lille;Loko Moskva;500 miles €;500000;VERANO
May Mahlangu;Dinamo Bucarest;Ludogorets;500 miles €;500000;VERANO
Romain Gall;GIF Sundsvall;Malmö FF;500 miles €;500000;VERANO
Sammy Skytte;Silkeborg IF;Midtjylland;500 miles €;500000;VERANO
Jordan Larsson;NEC Nijmegen;Norrköping;500 miles €;500000;INVIERNO
Redouane Kerrouche;Paris FC;OH Leuven;500 miles €;500000;VERANO
Sasa Zdjelar;Olympiacos FC;Partizan;500 miles €;500000;VERANO
Norbert Gyömbér;AS Roma;Perugia;500 miles €;500000;VERANO
Giangiacomo Magnani;Siracusa;Perugia;500 miles €;500000;INVIERNO
Fabio Morselli;Juventus U19;Pescara U19;500 miles €;500000;INVIERNO
Tomás Podstawski;Vitória Setúbal;Pogon Szczecin;500 miles €;500000;VERANO
Alberto García;Getafe CF;Rayo Vallecano;500 miles €;500000;VERANO
Alexander Söderlund;St-Étienne;Rosenborg BK;500 miles €;500000;INVIERNO
Ayaz Guliev;Spartak-2;Rostov;500 miles €;500000;VERANO
Amara Baby;RSC Charleroi;Royal Amberes;500 miles €;500000;VERANO
Jérémy Perbet;Club Brugge;RSC Charleroi;500 miles €;500000;VERANO
Romain Grange;FC Niort;RSC Charleroi;500 miles €;500000;INVIERNO
Marlon Ritter;F. Düsseldorf;SC Paderborn;500 miles €;500000;VERANO
Dani Escriche;CD Lugo;SD Huesca;500 miles €;500000;VERANO
Joey Pelupessy;Heracles Almelo;Sheff Wed;500 miles €;500000;INVIERNO
Iñigo Ruiz de Galarreta;FC Barcelona B;UD Las Palmas;500 miles €;500000;VERANO
Fidel;UD Almería;UD Las Palmas;500 miles €;500000;VERANO
Florian Hübner;Hannover 96;Union Berlin;500 miles €;500000;VERANO
Joshua Mees;TSG Hoffenheim;Union Berlin;500 miles €;500000;VERANO
Erik Thommy;FC Augsburg;VfB Stuttgart;500 miles €;500000;INVIERNO
Pavao Pervan;LASK;VfL Wolfsburg;500 miles €;500000;VERANO
Hamdi Harbaoui;RSC Anderlecht;Zulte Waregem;500 miles €;500000;INVIERNO
Mehdi Taremi;Persepolis;Al Gharafa;492 miles €;492000;INVIERNO
Marcel Mehlem;Karlsruher SC;Saint Gilloise;480 miles €;480000;VERANO
Luis Abram;Sport. Cristal;Vélez Sarsfield;480 miles €;480000;INVIERNO
Sebastián Ribas;Karpaty;Lanús;470 miles €;470000;VERANO
Kyu-baek Choi;Ulsan;V-V. Nagasaki;460 miles €;460000;INVIERNO
Mohamed Sherif;Wadi Degla;Ahly;450 miles €;450000;INVIERNO
Julio Buffarini;São Paulo;Boca Juniors;450 miles €;450000;INVIERNO
George Tucudean;FC Viitorul;CFR Cluj;450 miles €;450000;INVIERNO
Elvir Koljic;FK Krupa;CS U Craiova;450 miles €;450000;VERANO
Ádám Gyurcsó;Pogon Szczecin;Hajduk Split;450 miles €;450000;VERANO
Billy Bodin;Bristol Rovers;Preston NE;450 miles €;450000;INVIERNO
Sidnei;RC Deportivo;Real Betis;4,50 mill. €;450000;VERANO
James Lawrence;AS Trencin;RSC Anderlecht;450 miles €;450000;VERANO
Ricky Holmes;Charlton;Sheffield Utd.;450 miles €;450000;INVIERNO
Gianmarco Zigoni;AC Milan;Venezia;450 miles €;450000;VERANO
Marwan Kabha;Maribor;H. Beer Sheva;440 miles €;440000;INVIERNO
Cedric Itten;FC Basel;FC St. Gallen;430 miles €;430000;VERANO
Florentin Matei;HNK Rijeka;Ittihad Kalba;430 miles €;430000;VERANO
Juan Ferney Otero;Fortaleza CEIF;Estudiantes;420 miles €;420000;INVIERNO
Kevin Dawson;Plaza Colonia;Peñarol;420 miles €;420000;INVIERNO
Oriol Rosell;Sporting CP;Orlando City SC;402 miles €;402000;INVIERNO
Sivert Heltne Nilsen;SK Brann;AC Horsens;400 miles €;400000;VERANO
Ima Andriatsima;FC Sochaux;AC Le Havre;400 miles €;400000;INVIERNO
Christos Albanis;Apollon Smyrnis;AEK Atenas;400 miles €;400000;VERANO
Paul Anton;Dinamo Bucarest;Anzhi;400 miles €;400000;INVIERNO
Yusupha Njie;FUS Rabat;Boavista;400 miles €;400000;VERANO
José Naranjo;KRC Genk;CD Tenerife;400 miles €;400000;VERANO
Francesco Renzetti;Genoa CFC;Cremonese;400 miles €;400000;VERANO
Jaka Bijol;Rudar Velenje;CSKA Moscú;400 miles €;400000;VERANO
Fedor Chernykh;Jagiellonia;Dinamo Moskva;400 miles €;400000;INVIERNO
Damian Kadzior;Górnik Zabrze;Dinamo Zagreb;400 miles €;400000;VERANO
Marijan Cavar;Zrinjski Mostar;E. de Francfort;400 miles €;400000;INVIERNO
Catalin Golofca;FCSB;FC Botosani;400 miles €;400000;INVIERNO
Laurent Jans;Waasl.-Beveren;FC Metz;400 miles €;400000;VERANO
Mihai Roman;FC Botosani;FCSB;400 miles €;400000;VERANO
Kamer Qaka;FC Poli Iasi;FCSB;400 miles €;400000;VERANO
Oliver Kragl;Crotone;Foggia;400 miles €;400000;VERANO
Francesco Nicastro;Pescara;Foggia;400 miles €;400000;VERANO
Ömer Bayram;Akhisarspor;Galatasaray;400 miles €;400000;VERANO
Clément Tainmont;RSC Charleroi;KV Mechelen;400 miles €;400000;INVIERNO
Marko Vesovic;HNK Rijeka;Legia Warszawa;400 miles €;400000;INVIERNO
Ayo Simon Okosun;AC Horsens;Midtjylland;400 miles €;400000;VERANO
Carlos Castro;Sporting;RCD Mallorca;400 miles ;400000;VERANO
Sébastien Siani;KV Oostende;Royal Amberes;400 miles €;400000;INVIERNO
Ondrej Kudela;Slovan Liberec;Slavia Praha;400 miles €;400000;INVIERNO
Rúben Ribeiro;Rio Ave FC;Sporting CP;400 miles €;400000;INVIERNO
Vid Belec;Benevento;UC Sampdoria;400 miles €;400000;VERANO
Lovro Bizjak;Domžale;Ufa;450 miles €;400000;VERANO
Rodrigo Salinas;Al-Ettifaq;Vélez Sarsfield;400 miles €;400000;INVIERNO
Guido Mainero;Instituto;Vélez Sarsfield;400 miles €;400000;INVIERNO
Ibrahim El Baz;CA Khénifra;Wydad AC;400 miles €;400000;VERANO
Arthur;Londrina-PR;Chapecoense;390 miles €;390000;INVIERNO
Klaus;Juventude;Internacional;390 miles €;390000;INVIERNO
Matías Rodríguez;Chacarita Jrs;Ferencváros;385 miles €;385000;VERANO
Ahmed Mostafa;Petrojet;KAA Gent;380 miles €;380000;VERANO
Timmy Thiele;Carl Zeiss Jena;1.FC K'lautern;375 miles €;375000;VERANO
Aleksandar Ignjovski;SC Freiburg;1.FC Magdeburg;350 miles €;350000;VERANO
James;KF Skënderbeu;FK Gabala;350 miles €;350000;VERANO
Ulrik Jenssen;Tromsø;Nordsjælland;350 miles €;350000;INVIERNO
Janus Drachmann;Midtjylland;Odense BK;350 miles €;350000;VERANO
Nemanja Nikolic;Spartak;Partizan;350 miles €;350000;VERANO
Clint Leemans;VVV-Venlo;PEC Zwolle;350 miles €;350000;VERANO
Andrea Bianchimano;Reggina;Perugia;350 miles €;350000;INVIERNO
Adam Buksa;Zag??bie;Pogon Szczecin;350 miles €;350000;VERANO
Graham Burke;Shamrock Rovers;Preston NE;350 miles €;350000;VERANO
Matías Vera;Nueva Chicago;San Lorenzo;350 miles €;350000;INVIERNO
Enrico Brignola;Benevento;Sassuolo;3,50 mill. €;350000;VERANO
Serdar Dursun;Greuther Fürth;SV Darmstadt 98;350 miles €;350000;VERANO
Zargo Touré;FC Lorient;Trabzonspor;350 miles €;350000;VERANO
Jairo Samperio;1.FSV Mainz 05;UD Las Palmas;350 miles €;350000;INVIERNO
Pavel Savitskiy;Neman Grodno;Dinamo Brest;345 miles €;345000;INVIERNO
Aleksandar Vukotic;FK Krupa;Waasl.-Beveren;345 miles €;345000;VERANO
Danny Wilson;Rangers FC;Colorado;341 miles €;341000;INVIERNO
Lewis Morgan;St. Mirren;Celtic FC;340 miles €;340000;INVIERNO
Brayan Cortés;CD Iquique;Colo Colo;340 miles €;340000;INVIERNO
Régis;Sport Recife;São Paulo;340 miles €;340000;INVIERNO
James Vaughan;AFC Sunderland;Wigan;340 miles €;340000;INVIERNO
Jamie Walker;Heart of Midl.;Wigan;340 miles €;340000;INVIERNO
Hamza El Moussaoui;Moghreb Tétouan;FAR Rabat;334 miles €;334000;VERANO
Benny Feilhaber;Kansas;Los Angeles FC;334 miles €;334000;INVIERNO
Michael Hefele;Huddersfield;Nottm Forest;330 miles €;330000;VERANO
Leonardo Sequeira;Club Atlético Central Córdoba (SdE);Belgrano;315 miles €;315000;VERANO
Juan Salgueiro;Nacional;Libertad;302 miles €;302000;VERANO
Samuel Souprayen;Hellas Verona;AJ Auxerre;300 miles €;300000;VERANO
Jovan Pavlovic;Zeljeznicar BL;AS Trencin;300 miles €;300000;INVIERNO
Denílson;Granada CF B;Atlético-MG;300 miles €;300000;VERANO
Erik Sabo;PAOK;B. Jerusalem;300 miles €;300000;VERANO
Moussa Koné;Frosinone;BB Erzurumspor;300 miles €;300000;VERANO
Amari'i Bell;Fleetwood;Blackburn;300 miles €;300000;INVIERNO
Besar Halimi;1.FSV Mainz 05;Brøndby IF;300 miles €;300000;VERANO
Abdullahi Shehu;Anorthosis;Bursaspor;300 miles €;300000;INVIERNO
Robert Mazan;MSK Zilina;Celta de Vigo;300 miles €;300000;INVIERNO
Strahinja Tanasijevic;FK Rad;Chievo Verona;300 miles €;300000;VERANO
Niccolò Zanellato;AC Milan;Crotone;300 miles €;300000;VERANO
Maurides;Belenenses;CSKA Sofia;300 miles €;300000;VERANO
Marin Leovac;PAOK;Dinamo Zagreb;300 miles €;300000;VERANO
Frederik Tingager;Odense BK;E. Braunschweig;300 miles €;300000;INVIERNO
Pascal Testroet;Dynamo Dresden;Erzgebirge Aue;300 miles €;300000;VERANO
Dejan Meleg;Kayserispor;Estrella Roja;300 miles €;300000;VERANO
Deyovaisio Zeefuik;AFC Ajax;FC Groningen;300 miles €;300000;VERANO
Matthieu Saunier;Granada CF;FC Lorient;300 miles €;300000;VERANO
Valon Fazliu;Grasshoppers;FC Lugano;300 miles €;300000;VERANO
Rene Krhin;Granada CF;FC Nantes;300 miles €;300000;VERANO
Marvin Knoll;Jahn Regensburg;FC St. Pauli;300 miles €;300000;VERANO
Alexandru Stan;Astra Giurgiu;FCSB;300 miles €;300000;VERANO
Nicola Citro;Trapani;Frosinone;300 miles €;300000;VERANO
Souleyman Doumbia;Bari;Grasshoppers;300 miles €;300000;VERANO
Michel;Novorizontino;Grêmio;300 miles €;300000;INVIERNO
Lucas Bijker;Cádiz CF;KV Mechelen;300 miles €;300000;VERANO
Aristote Nkaka;Mouscron;KV Oostende;300 miles €;300000;INVIERNO
Wout Faes;RSC Anderlecht;KV Oostende;300 miles €;300000;VERANO
Jean-Louis Leca;AC Ajaccio;Lens;300 miles €;300000;VERANO
Khaly Thiam;MTK Budapest;Levski Sofia;300 miles €;300000;VERANO
Kenan Piric;Zrinjski Mostar;Maribor;300 miles €;300000;VERANO
Marko Mihojevic;FK Sarajevo;PAOK;300 miles €;300000;INVIERNO
Gustavo Hamer;Feyenoord;PEC Zwolle;300 miles €;300000;VERANO
Zvonimir Kozulj;Hajduk Split;Pogon Szczecin;300 miles €;300000;VERANO
Mirko Pigliacelli;Pescara;Pro Vercelli;300 miles €;300000;VERANO
Ali Gholizadeh;Saipa FC;RSC Charleroi;300 miles €;300000;VERANO
Eugenio Lamanna;Genoa CFC;Spezia Calcio;300 miles €;300000;VERANO
Álvaro Lemos;Celta de Vigo;UD Las Palmas;300 miles €;300000;VERANO
Stefanos Kapino;Nottm Forest;Werder Bremen;300 miles €;300000;VERANO
Omar El Said;Wadi Degla;Zamalek;300 miles €;300000;VERANO
Johnny Russell;Derby;Kansas;280 miles €;280000;INVIERNO
Oussama Darragi;Umm Salal;Wydad AC;277 miles €;277000;VERANO
Jakub Czerwinski;Legia Warszawa;Piast Gliwice;275 miles €;275000;VERANO
Umut Meras;Boluspor;Bursaspor;265 miles €;265000;VERANO
Emmersón;Olimpik Donetsk;Vejle BK;265 miles €;265000;VERANO
Elias;Juventude;Chapecoense;260 miles €;260000;INVIERNO
Felipe Saavedra;San Luis;U. de Chile;255 miles €;255000;INVIERNO
Jérémy Ménez;Antalyaspor;América;250 miles €;250000;INVIERNO
Rody de Boer;Telstar;AZ Alkmaar;250 miles €;250000;VERANO
Jannis Nikolaou;Würzb. Kickers;Dynamo Dresden;250 miles €;250000;VERANO
Frederic Ananou;Roda JC;FC Ingolstadt;250 miles €;250000;INVIERNO
Joris Sainati;AC Ajaccio;FC Lorient;250 miles €;250000;VERANO
Daniel Keita-Ruel;SC Fortuna Köln;Greuther Fürth;250 miles €;250000;VERANO
Hebert;Piast Gliwice;JEF Utd. Chiba;250 miles €;250000;INVIERNO
Nikola Storm;Club Brugge;KV Mechelen;250 miles €;250000;VERANO
William Togui;SC Gagnoa;KV Mechelen;250 miles €;250000;VERANO
Florian Jamnig;FC Wacker;LASK;250 miles €;250000;VERANO
Enis Fazlagic;Shkendija;MSK Zilina;250 miles €;250000;VERANO
Domagoj Drozdek;NK Varazdin;NK Lokomotiva;250 miles €;250000;VERANO
Ramon Leeuwin;FC Utrecht;Odense BK;250 miles €;250000;VERANO
Elton Acolatse;Club Brugge;Sint-Truiden;250 miles €;250000;VERANO
Luca Mora;SPAL;Spezia Calcio;250 miles €;250000;INVIERNO
Joona Toivio;Molde FK;Termalica;250 miles €;250000;INVIERNO
Rasmus Thelander;FC Zürich;Vitesse;250 miles €;250000;VERANO
Alexis Gamboa;Santos FC;Waasl.-Beveren;250 miles €;250000;VERANO
Yuri;GO Audax;Santos FC;235 miles €;235000;INVIERNO
Hyeon-cheol Jeong;Gyeongnam FC;FC Seoul;230 miles €;230000;INVIERNO
Josh Magennis;Charlton;Bolton;225 miles €;225000;VERANO
Cameron Brannagan;Liverpool U23;Oxford United;225 miles €;225000;INVIERNO
Niklas Hult;Panathinaikos;AEK Atenas;200 miles €;200000;INVIERNO
François Bellugou;Troyes;AJ Auxerre;200 miles €;200000;VERANO
Georgi Kostadinov;Maccabi Haifa;Arsenal Tula;200 miles €;200000;VERANO
Vladimir Gabulov;Arsenal Tula;Club Brugge;200 miles €;200000;INVIERNO
Cornel Rapa;Pogon Szczecin;Cracovia Kraków;200 miles €;200000;VERANO
Ovidiu Bic;Gaz Metan;CS U Craiova;200 miles €;200000;INVIERNO
Evgeni Markov;Tosno;Dinamo Moskva;200 miles €;200000;INVIERNO
Nicklas Bärkroth;Lech Poznan;Djurgarden;200 miles €;200000;VERANO
Stefan Hajdin;Spartak;Estrella Roja;200 miles €;200000;INVIERNO
Enric Gallego;Cornellà;Extremadura;200 miles €;200000;INVIERNO
