"nombre";"ultimoClub";"nuevoClub";"coste";"mercado";"IDF";"ID"
"Jakub Czerwinski";"Legia Warszawa";"Piast Gliwice";275000;"VERANO";1318;214882
"Jérémy Ménez";"Antalyaspor";"América";250000;"INVIERNO";1323;160766
"Jannis Nikolaou";"Würzb. Kickers";"Dynamo Dresden";250000;"VERANO";1325;238619
"Frederic Ananou";"Roda JC";"FC Ingolstadt";250000;"INVIERNO";1326;234668
"Joris Sainati";"AC Ajaccio";"FC Lorient";250000;"VERANO";1327;179725
"Daniel Keita-Ruel";"SC Fortuna Köln";"Greuther Fürth";250000;"VERANO";1328;238924
"Hebert";"Piast Gliwice";"JEF Utd. Chiba";250000;"INVIERNO";1329;219978
"Ramon Leeuwin";"FC Utrecht";"Odense BK";250000;"VERANO";1335;172850
"Elton Acolatse";"Club Brugge";"Sint-Truiden";250000;"VERANO";1336;209402
"Luca Mora";"SPAL";"Spezia Calcio";250000;"INVIERNO";1337;235164
"Joona Toivio";"Molde FK";"Termalica";250000;"INVIERNO";1338;172232
"Rasmus Thelander";"FC Zürich";"Vitesse";250000;"VERANO";1339;209711
"Josh Magennis";"Charlton";"Bolton";225000;"VERANO";1343;186562
"Cameron Brannagan";"Liverpool U23";"Oxford United";225000;"INVIERNO";1344;220940
"Niklas Hult";"Panathinaikos";"AEK Atenas";200000;"INVIERNO";1345;192102
"François Bellugou";"Troyes";"AJ Auxerre";200000;"VERANO";1346;181559
"Vladimir Gabulov";"Arsenal Tula";"Club Brugge";200000;"INVIERNO";1348;147579
"Cornel Rapa";"Pogon Szczecin";"Cracovia Kraków";200000;"VERANO";1349;202754
"Nicklas Bärkroth";"Lech Poznan";"Djurgarden";200000;"VERANO";1352;185438
"Arturo Calabresi";"AS Roma";"FC Bologna";200000;"VERANO";1356;229574
"Julian Green";"VfB Stuttgart";"Greuther Fürth";200000;"VERANO";1358;212192
"Sambou Yatabaré";"Werder Bremen";"Royal Amberes";200000;"VERANO";1366;192611
"Paddy Madden";"Scunthorpe Utd.";"Fleetwood";170000;"INVIERNO";1376;189808
"Xande Silva";"Guimarães B";"West Ham U23";150000;"VERANO";1379;228768
"Erik Morán";"CD Leganés";"AEK Atenas";130000;"INVIERNO";1380;201991
"Piotr Tomasik";"Jagiellonia";"Lech Poznan";125000;"INVIERNO";1383;193087
"Anderson Lucoqui";"F. Düsseldorf";"Arm. Bielefeld";100000;"VERANO";1385;233812
"Aron Sigurdarson";"Tromsø";"IK Start";100000;"INVIERNO";1386;233401
"Jiri Skalak";"Brighton";"Millwall";100000;"VERANO";1387;203606
"Danny Hoesen";"FC Groningen";"Quakes";100000;"INVIERNO";1388;190497
"Lukasz Sekulski";"Jagiellonia";"SKA Khabarovsk";100000;"INVIERNO";1390;229072
"Jakub Wojcicki";"Cracovia Kraków";"Jagiellonia";38000;"INVIERNO";1393;215584
